Name,Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating
Need For Speed: Undercover,X360,2008,Racing,0.79,0.7,0.01,0.18,1.68,64,5.9,T
World Championship Poker: Featuring Howard Lederer - All In,PS2,2006,Misc,0.82,0.64,0,0.22,1.68,,,
NFL GameDay 98,PS,1997,Sports,1.58,0.06,0,0.04,1.68,,,
Sonic Colors,Wii,2010,Platform,0.92,0.6,0.01,0.15,1.68,78,8.5,E
Saints Row 2,PS3,2008,Action,0.88,0.54,0.02,0.25,1.68,82,7.9,M
Yoshi's Cookie,GB,1992,Puzzle,0.59,0.24,0.82,0.03,1.68,,,
Time Crisis,PS,1997,Shooter,0.38,0.87,0.33,0.1,1.68,,,
Sid Meier's Civilization V,PC,2010,Strategy,0.98,0.52,0,0.17,1.68,90,7.9,E10+
 Fire Emblem Fates,3DS,2015,Role-Playing,0.81,0.23,0.52,0.11,1.68,,,
The Sims: Superstar,PC,2003,Simulation,1.67,0,0,0,1.68,79,8.2,T
Metroid Fusion,GBA,2002,Action,1.18,0.27,0.17,0.06,1.68,92,9.1,E
We Ski,Wii,2008,Sports,0.97,0.4,0.14,0.15,1.67,67,8.5,E
Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,0.9,0.46,0,0.32,1.67,73,7.9,T
SSX 3,PS2,2003,Sports,0.93,0.52,0,0.22,1.67,93,9.1,E
Madden NFL 2001,PS,2000,Sports,1.58,0.05,0,0.04,1.67,90,6.8,E
Star Wars: Battlefront II,XB,2005,Shooter,1.22,0.39,0,0.06,1.67,83,8.9,T
Disney's DuckTales,NES,1989,Platform,0.91,0.3,0.42,0.04,1.67,,,
Tony Hawk's Pro Skater 3,PS,2001,Sports,1.09,0.49,0.02,0.07,1.67,87,8.3,E
"Monsters, Inc.",GBA,2001,Adventure,0.59,0.95,0.03,0.1,1.67,,,E
PGR: Project Gotham Racing 2,XB,2003,Racing,0.97,0.59,0.04,0.07,1.67,,,
Dragon Age: Origins,PS3,2009,Role-Playing,0.96,0.42,0.08,0.21,1.67,87,7.9,M
Spy Hunter,PS2,2001,Racing,1.13,0.32,0,0.22,1.67,84,7.8,T
NCAA Football 2004,PS2,2003,Sports,1.35,0.09,0,0.23,1.67,94,8.8,E
Fight Night Round 3,PS3,2006,Fighting,0.81,0.58,0.01,0.26,1.67,83,7.9,T
StarCraft II: Heart of the Swarm,PC,2013,Strategy,0.83,0.66,0,0.18,1.67,86,7.9,T
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,1.08,0.45,0,0.14,1.67,71,9,E
Until Dawn,PS4,2015,Adventure,0.45,0.9,0.05,0.26,1.66,79,8.2,M
Big Beach Sports,Wii,2008,Sports,0.45,1.02,0,0.2,1.66,44,8,E
Street Fighter II': Special Champion Edition,GEN,1992,Fighting,1,0.3,0.31,0.04,1.66,,,
SSX,PS2,2000,Sports,0.78,0.61,0.06,0.2,1.66,93,8.3,E
Shaun White Snowboarding: Road Trip,Wii,2008,Sports,0.93,0.56,0,0.16,1.66,78,8.7,E10+
NBA Ballers,PS2,2004,Sports,0.81,0.63,0,0.21,1.66,83,9.2,E
Saints Row IV,X360,2013,Action,1.01,0.5,0.01,0.13,1.66,81,6.5,M
NBA Live 2003,PS2,2002,Sports,1.25,0.15,0.03,0.22,1.66,83,8.3,E
LEGO Batman 2: DC Super Heroes,X360,2012,Action,0.9,0.61,0,0.15,1.66,79,7.2,E10+
Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,0.96,0.12,0.54,0.04,1.66,72,8.4,T
Dark Souls III,PS4,2016,Role-Playing,0.65,0.45,0.34,0.22,1.65,89,8.8,M
Ms. Pac-Man,2600,1981,Puzzle,1.54,0.1,0,0.02,1.65,,,
Kirby's Return to Dreamland,Wii,2011,Platform,0.58,0.21,0.79,0.07,1.65,77,8.5,E10+
Mario Party 6,GC,2004,Misc,0.9,0.11,0.6,0.05,1.65,71,7.9,E
Super Scope 6,SNES,1991,Shooter,1.06,0.38,0.15,0.05,1.65,,,
Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,1.21,0.3,0,0.14,1.65,56,6.7,T
Need for Speed Carbon,X360,2006,Racing,0.76,0.69,0.02,0.18,1.65,77,6.3,E10+
Heavenly Sword,PS3,2007,Action,0.57,0.72,0.06,0.29,1.65,79,8.3,T
Dragon Quest V: Tenkuu no Hanayome,PS2,2004,Role-Playing,0,0,1.65,0,1.65,,,
MySims,Wii,2007,Simulation,0.9,0.54,0.04,0.17,1.65,68,7.2,E
Kirby & the Amazing Mirror,GBA,2004,Platform,0.8,0.05,0.76,0.03,1.64,,,
Army of Two,X360,2008,Shooter,1.09,0.37,0.02,0.16,1.64,72,7.6,M
Dig Dug,2600,1982,Puzzle,1.52,0.1,0,0.02,1.64,,,
Tom Clancy's Rainbow Six,PS,1999,Shooter,0.93,0.63,0,0.08,1.64,,,
Ghosts 'n Goblins,NES,1986,Action,0.74,0.26,0.61,0.03,1.64,,,
Tiger Woods PGA Tour 2003,PS2,2002,Sports,0.8,0.63,0,0.21,1.64,88,8.9,E
NBA Live 06 (All region sales),PS2,2005,Sports,1.44,0.15,0,0.05,1.64,,,
Prince of Persia: Warrior Within,PS2,2004,Action,0.54,0.88,0,0.22,1.64,83,8.5,M
Far Cry 4,XOne,2014,Shooter,0.8,0.69,0.01,0.14,1.63,82,7.5,M
ESPN NFL 2K5,XB,2004,Sports,1.54,0.02,0,0.07,1.63,92,9.1,E
Beyond: Two Souls,PS3,2013,Adventure,0.52,0.8,0.06,0.26,1.63,70,8.1,M
Pikmin,GC,2001,Strategy,0.78,0.25,0.56,0.04,1.63,89,8.7,E
Tiger Woods PGA Tour 2004,PS2,2003,Sports,1.18,0.34,0,0.1,1.63,89,8.8,E
NBA 2K15,X360,2014,Sports,1.35,0.11,0,0.17,1.63,,3,E
Call of Duty: Black Ops,PC,N/A,Shooter,0.58,0.81,0,0.23,1.63,81,5.2,M
Ape Escape,PS,1999,Platform,0.71,0.48,0.32,0.11,1.63,90,8.8,E
NCAA Football 2005,PS2,2004,Sports,1.32,0.09,0,0.22,1.62,88,8.8,E
Max Payne 3,X360,2012,Shooter,0.86,0.62,0.01,0.13,1.62,86,7.8,M
Viva Pinata,X360,2006,Simulation,0.45,0.95,0.02,0.2,1.62,84,8,E
Tony Hawk's American Wasteland (Old all region sales),PS2,2005,Sports,0.8,0.63,0.01,0.19,1.62,,,
Kinectimals,X360,2010,Simulation,1.02,0.46,0,0.13,1.62,74,3.1,E
Kirby Air Ride,GC,2003,Racing,1.01,0.11,0.45,0.04,1.62,61,7.9,E
LEGO Marvel Super Heroes,PS4,2013,Action,0.59,0.76,0.01,0.26,1.62,83,7.7,E10+
Sled Storm,PS,1998,Racing,0.9,0.61,0,0.11,1.62,,,
Destiny,PS3,2014,Shooter,0.68,0.56,0.12,0.25,1.62,,4.5,T
Rock Band,PS3,N/A,Misc,0.99,0.41,0,0.22,1.62,92,8.4,T
Dragon Quest IV: Chapters of the Chosen,DS,2007,Role-Playing,0.3,0.02,1.27,0.03,1.62,80,7.9,E10+
NFL Street 2,PS2,2004,Sports,0.79,0.62,0,0.21,1.61,77,8.7,E
Baseball,GB,1989,Sports,0.66,0.27,0.65,0.03,1.61,,,
Yu-Gi-Oh! Duel Monsters,GB,1998,Strategy,0,0,1.61,0.01,1.61,,,
Super Mario Strikers,GC,2005,Sports,0.98,0.38,0.2,0.04,1.61,76,8.7,E
Buzz! The Music Quiz,PS2,2005,Misc,0,1.18,0,0.43,1.61,,,
Rage,X360,2011,Shooter,0.82,0.6,0.03,0.15,1.6,81,6.7,M
Mario Hoops 3 on 3,DS,2006,Sports,0.98,0.04,0.49,0.09,1.6,69,8,E
SpongeBob's Atlantis SquarePantis,DS,2007,Action,1.49,0,0,0.11,1.6,64,,E
Dollar Dash,PS2,2005,Action,1.3,0.23,0,0.07,1.6,,,
F-1 World Grand Prix,N64,1998,Racing,0.46,0.96,0.09,0.08,1.6,,,
River Raid,2600,1981,Shooter,1.49,0.09,0,0.02,1.6,,,
Just Cause 2,X360,2010,Action,0.59,0.83,0.02,0.17,1.6,81,8,M
Silent Hill,PS,1999,Action,0.71,0.48,0.3,0.1,1.6,86,9.2,M
Sonic Heroes,GC,2003,Platform,1.05,0.44,0.06,0.04,1.6,72,7.8,E
Disney Infinity,Wii,2013,Action,1.05,0.41,0,0.14,1.6,,4.2,E10+
ESPN NBA 2K5,PS2,2004,Sports,1.26,0.12,0,0.21,1.59,83,7.5,E
Diablo,PC,1996,Role-Playing,0.01,1.58,0,0,1.59,94,8.7,M
Far Cry 2,X360,2008,Action,0.71,0.69,0.02,0.18,1.59,85,6.7,M
The Legend of Zelda: Twilight Princess,GC,2006,Action,1.15,0.36,0.04,0.04,1.59,96,9.2,T
Soul Edge,PS,1996,Fighting,0.61,0.41,0.46,0.1,1.59,,,
Mario Bros.,2600,1982,Platform,1.48,0.09,0,0.02,1.59,,,
Pro Evolution Soccer 2008,PS3,2007,Sports,0.04,1.1,0.32,0.13,1.59,74,6.1,E
NASCAR 2000,PS,1999,Racing,0.88,0.6,0,0.1,1.59,,,
Pokemon Battle Revolution,Wii,2006,Role-Playing,0.78,0.37,0.3,0.13,1.58,53,6.7,E
Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Action,0.88,0.26,0.34,0.1,1.58,75,8.2,E10+
Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,0.94,0.48,0.01,0.15,1.58,69,6.8,E10+
SoulCalibur IV,X360,2008,Fighting,0.92,0.43,0.07,0.15,1.58,85,7.9,T
Jampack Summer 2K,PS,2000,Misc,0.88,0.6,0,0.1,1.58,,,
Sonic Generations,PS3,2011,Platform,0.6,0.69,0.02,0.26,1.58,76,8.2,E
Spyro 2: Season of Flame,GBA,2002,Platform,0.85,0.65,0,0.08,1.58,76,7.6,E
Mario Party 10,WiiU,2015,Misc,0.69,0.53,0.24,0.12,1.58,66,6.5,E
Devil May Cry 4,PS3,2008,Action,0.58,0.45,0.34,0.2,1.57,84,8.2,M
Dead Rising 3,XOne,2013,Action,1.06,0.35,0.01,0.15,1.57,78,6.8,M
Pro Evolution Soccer 2010,PS2,2009,Sports,0.1,0.18,0.12,1.16,1.57,,8.1,E
NCAA Football 2002,PS2,2001,Sports,0.77,0.6,0,0.2,1.57,90,8.7,E
Gears of War: Judgment,X360,2013,Shooter,0.92,0.5,0.03,0.12,1.57,79,5.4,M
Watch Dogs,XOne,2014,Action,0.9,0.53,0,0.14,1.57,78,5.8,M
Guitar Hero: On Tour Decades,DS,2008,Misc,0.84,0.57,0,0.16,1.57,72,8,E10+
FIFA 16,X360,2015,Sports,0.57,0.88,0,0.12,1.57,,2.9,E
Madden NFL 15,XOne,2014,Sports,1.31,0.09,0,0.16,1.57,80,6.4,E
Conflict: Desert Storm,PS2,2002,Shooter,0.98,0.53,0,0.06,1.57,55,8.6,T
Mario Party 7,GC,2005,Misc,0.95,0.11,0.46,0.04,1.57,64,7.9,E
Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Role-Playing,0.17,0.02,1.36,0.02,1.57,84,8.5,E10+
High School Musical 3: Senior Year,DS,2008,Misc,0.63,0.76,0,0.17,1.56,,,
Smuggler's Run,PS2,2000,Racing,0.77,0.6,0,0.2,1.56,79,6.8,T
Fight Night Round 3,PS2,2006,Fighting,1.07,0.4,0,0.1,1.56,84,8.1,T
Need for Speed: Most Wanted,X360,2012,Racing,0.62,0.78,0.01,0.15,1.56,83,8.5,T
Carnival Games: Mini Golf,Wii,2008,Sports,0.86,0.54,0,0.15,1.56,38,5.7,E
Donkey Kong Classics,NES,1988,Platform,0.59,0.14,0.81,0.02,1.56,,,
Hannah Montana: Music Jam,DS,2007,Action,1.05,0.36,0,0.15,1.56,,,
Twisted Metal,PS,1995,Action,1.32,0.19,0,0.05,1.56,,,
Final Fight,SNES,1990,Action,0.67,0.17,0.69,0.03,1.56,,,
Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,0.57,0.43,0.44,0.12,1.56,54,9,E
Dragon Quest Monsters 2,GB,2001,Role-Playing,0,0,1.56,0,1.56,,,
Pokemon Pinball: Ruby & Sapphire,GBA,2003,Misc,0.68,0.38,0.44,0.05,1.56,,,
MySims Kingdom,DS,2008,Simulation,0.8,0.59,0.01,0.16,1.55,58,,E
LEGO Pirates of the Caribbean: The Video Game,Wii,2011,Action,0.73,0.67,0,0.15,1.55,73,7,E10+
Stuntman,PS2,2002,Racing,0.76,0.59,0,0.2,1.55,71,5.7,T
Tom Clancy's Rainbow Six 3,XB,2003,Shooter,0.91,0.57,0,0.07,1.55,86,8.5,M
LEGO Harry Potter: Years 1-4,X360,2010,Action,0.95,0.46,0,0.14,1.55,79,8,E10+
007: The World is not Enough,N64,2000,Action,1.13,0.38,0.02,0.03,1.55,,,
Spider-Man 2: Enter: Electro,PS,2001,Action,0.57,0.87,0.02,0.09,1.55,74,8.7,E
Guitar Hero 5,Wii,2009,Misc,0.92,0.48,0,0.15,1.55,89,6.9,T
Command & Conquer: Tiberian Sun,PC,1999,Strategy,1.55,0,0,0,1.55,,,
Wolfenstein: The New Order,PS4,2014,Shooter,0.47,0.8,0.03,0.24,1.55,79,8.1,M
Mafia II,X360,2010,Action,0.85,0.55,0,0.15,1.55,74,7.8,M
Moshi Monsters: Moshling Zoo,DS,2011,Misc,0.37,0.96,0,0.21,1.54,,,E
BioShock 2,PS3,2010,Shooter,0.85,0.46,0.02,0.22,1.54,88,8.2,M
Dark Cloud,PS2,2000,Role-Playing,0.83,0.44,0.08,0.19,1.54,80,8.2,T
Warcraft III: The Frozen Throne,PC,2003,Strategy,0.58,0.87,0,0.09,1.54,88,9,T
Active Life: Outdoor Challenge,Wii,2008,Sports,0.78,0.43,0.19,0.14,1.54,69,8.1,E
Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,1.4,0.02,0.02,0.1,1.54,90,8,T
Ratchet & Clank (2016),PS4,2016,Platform,0.5,0.76,0.04,0.24,1.54,,,
MVP Baseball 2005,PS2,2005,Sports,1.26,0.07,0,0.21,1.54,87,8.6,E
Die Hard Trilogy,PS,1996,Shooter,0.85,0.58,0,0.1,1.54,,,
Uncharted: Golden Abyss,PSV,2011,Shooter,0.53,0.66,0.13,0.22,1.53,80,7.4,T
Go Vacation,Wii,2011,Misc,0.42,0.65,0.33,0.14,1.53,64,7.8,E10+
Pro Evolution Soccer 2013,PS3,2012,Sports,0.18,0.63,0.49,0.24,1.53,82,6.7,E
Mortal Kombat 3,SNES,1994,Fighting,1.19,0.29,0,0.05,1.53,,,
NFL GameDay 99,PS,1998,Sports,1.44,0.05,0,0.04,1.53,,,
Dishonored,PS3,2012,Action,0.72,0.52,0.04,0.25,1.53,89,7.9,M
Mario Golf: Toadstool Tour,GC,2003,Sports,1.09,0.15,0.25,0.04,1.53,81,8,E
Tiger Woods 99 PGA Tour Golf,PS,1997,Sports,0.85,0.58,0,0.1,1.53,,,
Call of Duty: Black Ops II,PC,2012,Shooter,0.64,0.69,0,0.19,1.53,74,4.2,M
Resident Evil: The Umbrella Chronicles,Wii,2007,Action,0.67,0.43,0.29,0.14,1.52,75,7.6,M
Knockout Kings,PS,1997,Fighting,1.07,0.39,0,0.06,1.52,,,
The Simpsons Skateboarding,PS2,2002,Sports,0.36,0.9,0,0.27,1.52,38,5,T
Donkey Kong Country: Tropical Freeze,WiiU,2014,Platform,0.7,0.55,0.16,0.12,1.52,83,8.9,E
NASCAR 98,PS,1996,Racing,1.43,0.05,0,0.04,1.52,,,
Xevious,NES,1984,Shooter,0.18,0.06,1.27,0.01,1.52,,,
F1 Race,NES,1984,Racing,0,0,1.52,0,1.52,,,
NASCAR 99,PS,1998,Racing,1.45,0.04,0,0.04,1.52,,,
Final Fantasy XIV: A Realm Reborn,PC,2010,Role-Playing,0.88,0.48,0,0.17,1.52,,,
NBA Live 2000,PS,1998,Sports,1.43,0.05,0,0.03,1.52,,,
Fight Night Round 4,PS3,2009,Fighting,0.92,0.4,0,0.2,1.52,88,7.6,T
Super Monkey Ball 2,GC,2002,Puzzle,1.11,0.31,0.06,0.04,1.52,87,8.5,E
Pac-Man World 2,PS2,2002,Action,1.26,0.05,0,0.21,1.51,73,7.8,E
Disney Fairies: Tinker Bell,DS,2008,Adventure,0.85,0.51,0.01,0.15,1.51,,7.8,E
MySims Kingdom,Wii,2008,Simulation,0.7,0.64,0.01,0.16,1.51,76,8.1,E
Dead Space 2,X360,2011,Shooter,0.94,0.44,0,0.13,1.51,90,8.6,M
Puzzle & Dragons,3DS,2013,Role-Playing,0,0,1.51,0,1.51,,,
Call of Duty: Modern Warfare: Reflex Edition,Wii,2009,Shooter,0.94,0.43,0,0.14,1.51,,,
Mega Man 2,NES,1988,Action,0.93,0.15,0.42,0.01,1.51,,,
Simpsons Wrestling,PS,2001,Fighting,0.23,1.16,0,0.11,1.51,,,
NBA Live 98,PS,1997,Sports,1.41,0.06,0,0.04,1.51,,,
The Simpsons Game,PS2,2007,Action,0.35,0.03,0,1.13,1.51,68,8.2,T
Monopoly,PS,1997,Misc,1.18,0.27,0,0.05,1.51,,,
The Simpsons Game,DS,2007,Action,0.56,0.77,0,0.17,1.51,69,7.3,T
Football Manager 2012,PC,2011,Sports,0.02,1.16,0,0.33,1.51,84,8,E
Ni no Kuni: Wrath of the White Witch,PS3,2011,Role-Playing,0.6,0.47,0.21,0.23,1.51,85,8.6,E10+
SoulCalibur II,GC,2003,Fighting,0.99,0.32,0.11,0.08,1.5,93,9.1,T
Call of Duty 3,PS3,2006,Shooter,0.6,0.62,0.03,0.26,1.5,80,6.9,T
Tokyo Xtreme Racer Zero,PS2,2000,Racing,0.66,0.52,0.15,0.17,1.5,76,8.9,E
NFL Blitz,PS,1998,Sports,1.41,0.05,0,0.04,1.5,,,
Red Faction II,PS2,2002,Shooter,0.49,0.78,0,0.23,1.5,84,8.3,M
Madden NFL 2001,PS2,2000,Sports,1.19,0.07,0.05,0.2,1.5,91,7.7,E
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986,Platform,0,0,1.5,0,1.5,,,
WWF No Mercy,N64,2000,Fighting,1.2,0.27,0.02,0.02,1.5,,,
Ice Climber,NES,1985,Platform,0.46,0.1,0.92,0.02,1.5,,,
Sonic CD,SCD,1993,Platform,1,0.36,0.09,0.05,1.5,,,
Star Wars: The Force Unleashed II,PS3,2010,Action,0.8,0.49,0,0.21,1.5,63,6.8,T
Pac-Man World,PS,1998,Action,1.21,0.14,0.1,0.04,1.5,,,
Rock Band 2,PS3,2008,Misc,1.13,0.2,0,0.16,1.49,91,7.9,T
Final Fantasy: Crystal Chronicles,GC,2003,Role-Playing,0.72,0.38,0.36,0.04,1.49,80,8.1,T
Medal of Honor: Frontline,XB,2002,Shooter,1,0.43,0,0.06,1.49,81,6.9,T
Madden NFL 09,PS2,2008,Sports,1.22,0,0,0.27,1.49,67,7,E
Dead Rising 2,X360,2010,Action,0.75,0.52,0.09,0.12,1.49,79,6.9,M
Banjo-Tooie,N64,2000,Platform,0.82,0.36,0.25,0.06,1.49,,,
Buzz! The BIG Quiz,PS2,2006,Misc,0,1.1,0,0.39,1.49,,,
Mafia II,PS3,2010,Action,0.5,0.69,0.04,0.26,1.49,75,7.7,M
Batman: Arkham Knight,XOne,2015,Action,0.88,0.47,0,0.14,1.49,85,6.6,M
Doom (2016),PS4,2016,Shooter,0.54,0.69,0.02,0.24,1.49,,,
Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,0.47,0.37,0.52,0.12,1.48,57,6.9,T
WWF WrestleMania 2000,N64,1999,Fighting,1.2,0.25,0.02,0.02,1.48,,,
Wario Land II,GB,1997,Platform,0.7,0.35,0.39,0.04,1.48,,,
Nintendo World Cup,NES,1990,Sports,0.28,0.5,0.65,0.05,1.48,,,
Sonic Rivals 2,PSP,2007,Racing,0.44,0.67,0,0.37,1.48,60,7.8,E
Bratz: Forever Diamondz,DS,2006,Adventure,0.43,0.88,0,0.18,1.48,,6.5,E
Resistance 3,PS3,2011,Shooter,0.64,0.57,0.05,0.22,1.48,83,7.8,M
Drawn To Life: SpongeBob SquarePants Edition,DS,2008,Adventure,0.99,0.35,0,0.13,1.48,68,5.5,E
Disney Sing It: Pop Hits,Wii,2009,Misc,1.07,0.28,0,0.13,1.48,,,E
007: Quantum of Solace,X360,2008,Action,0.82,0.51,0.01,0.14,1.48,65,7.1,T
Major League Baseball 2K5,PS2,2005,Sports,0.72,0.56,0,0.19,1.48,82,7.4,E
Fight Night 2004,PS2,2004,Fighting,1.08,0.2,0,0.2,1.48,85,9,T
LEGO Star Wars III: The Clone Wars,X360,2011,Action,0.84,0.51,0,0.13,1.48,75,7.8,E10+
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,0.82,0.59,0,0.07,1.48,93,8.6,T
LEGO City Undercover,3DS,2013,Platform,0.52,0.77,0.07,0.11,1.47,,,
Imagine: Master Chef,DS,2007,Simulation,0.39,0.91,0,0.17,1.47,,,E
Disney Princess,GBA,2003,Platform,1.04,0.37,0,0.06,1.47,,,E
Mario Golf,N64,1999,Action,0.62,0.18,0.65,0.02,1.47,,,
Call of Duty Black Ops: Declassified,PSV,2012,Action,0.71,0.43,0.07,0.26,1.47,33,4.8,M
Tom Clancy's Ghost Recon: Future Soldier,X360,2012,Shooter,0.93,0.4,0.02,0.12,1.47,79,7.2,M
Fight Night Round 3,X360,2006,Fighting,1.33,0.03,0.01,0.1,1.47,86,8.8,T
Xenogears,PS,1998,Role-Playing,0.29,0.19,0.89,0.1,1.46,84,8.4,T
The SpongeBob SquarePants Movie,GBA,2004,Platform,1.02,0.38,0,0.06,1.46,,,E
Super Scribblenauts,DS,2010,Puzzle,1.06,0.29,0,0.11,1.46,81,8.2,E10+
Midway Arcade Treasures,PS2,2003,Misc,0.72,0.56,0,0.19,1.46,76,,T
Triple Play 99,PS,N/A,Sports,0.81,0.55,0,0.1,1.46,,,
Dragon Quest VII: Warriors of Eden,3DS,2013,Role-Playing,0.06,0.09,1.3,0.01,1.46,,,
Super Monkey Ball,GC,2001,Puzzle,0.95,0.37,0.1,0.04,1.46,87,7.9,E
SoulCalibur IV,PS3,2008,Fighting,0.72,0.4,0.14,0.2,1.46,85,7.9,T
Donkey Kong,2600,1981,Platform,1.36,0.08,0,0.02,1.46,,,
Mortal Kombat 4,PS,1998,Fighting,0.81,0.55,0,0.1,1.46,,,
New Play Control! Mario Power Tennis,Wii,2009,Sports,0.35,0.69,0.28,0.14,1.46,,,
Mario Superstar Baseball,GC,2005,Sports,0.93,0.24,0.25,0.04,1.46,76,8.6,E
Wall-E,DS,2008,Platform,0.46,0.82,0,0.17,1.46,54,,E
WCW vs the World,PS,1998,Fighting,1.17,0.2,0.04,0.05,1.46,,,
Battlefield: Bad Company,X360,2008,Shooter,0.81,0.46,0.04,0.15,1.46,83,7.7,T
Homefront,X360,2011,Shooter,0.83,0.48,0.02,0.12,1.45,70,6,M
Onimusha 3: Demon Siege,PS2,2004,Action,0.37,0.47,0.54,0.07,1.45,85,8.6,M
Madden NFL 15,PS3,2014,Sports,1.08,0.11,0,0.27,1.45,,2.7,E
Red Dead Revolver,PS2,2004,Shooter,0.71,0.55,0,0.19,1.45,73,7.8,M
Resident Evil: Outbreak,PS2,2003,Action,0.54,0.35,0.46,0.1,1.45,71,8.3,M
Tamagotchi,GB,1996,Simulation,0,0,1.44,0.01,1.45,,,
4 Nin uchi Mahjong,NES,1984,Misc,0,0,1.45,0,1.45,,,
Dragon Ball Z,SNES,1993,Fighting,0,0,1.45,0,1.45,,,
Game de Hakken!! Tamagotchi 2,GB,1997,Simulation,0,0,1.44,0.01,1.45,,,
Namco Museum 64,N64,1999,Misc,1.24,0.17,0.03,0.01,1.45,,,
Mass Effect 2,PS3,2011,Role-Playing,0.78,0.45,0.03,0.19,1.45,94,8.5,M
LEGO Battles: Ninjago,DS,2011,Strategy,1.02,0.32,0,0.11,1.45,59,6.9,E
Tony Hawk's American Wasteland (Weekly american sales),PS2,2005,Sports,1.38,0.05,0,0.02,1.45,,,
NBA 2K14,PS4,2013,Sports,0.89,0.31,0.01,0.23,1.45,85,6.5,E
The House of the Dead 2 & 3 Return,Wii,2008,Shooter,0.77,0.49,0.03,0.15,1.44,,,
SingStar Pop,PS2,2007,Misc,0.04,1.08,0,0.32,1.44,73,7.5,E10+
Kirby Super Star,SNES,1996,Platform,0.26,0.07,1.09,0.02,1.44,,,
Sonic & Sega All-Stars Racing,Wii,2010,Racing,0.61,0.68,0,0.15,1.44,,,
Disney Infinity,X360,2013,Action,0.97,0.34,0,0.13,1.44,74,6.5,E10+
My Word Coach,DS,2007,Misc,0.37,0.89,0,0.18,1.44,71,6.8,E
Tiger Woods PGA Tour 2005,PS2,2004,Sports,1.03,0.32,0,0.09,1.44,88,8.2,E
NCAA Football 2003,PS2,2002,Sports,1.16,0.08,0,0.19,1.44,91,8.6,E
Star Wars: The Force Unleashed II,X360,2010,Action,0.95,0.37,0,0.11,1.43,61,5.7,T
Frogger 2: Swampy's Revenge,PS,1999,Action,0.8,0.54,0,0.09,1.43,77,7.9,E
WWE SmackDown vs Raw 2008,X360,2007,Fighting,0.92,0.38,0,0.13,1.43,71,6.8,T
Kinect Joy Ride,X360,2010,Racing,0.92,0.39,0,0.12,1.43,52,5,E
Smarty Pants,Wii,2007,Misc,0.52,0.75,0,0.16,1.43,65,7.6,E
SNK vs. Capcom: The Match of the Millennium,PSP,2006,Fighting,0.53,0.57,0,0.34,1.43,,,
Disney's DuckTales,GB,1988,Platform,0.82,0.23,0.35,0.03,1.43,,,
Disney Princess: Magical Jewels,DS,2007,Adventure,1.12,0.19,0,0.11,1.43,,,E
Classic NES Series: Super Mario Bros.,GBA,2004,Platform,0,0,1.39,0.03,1.43,84,8.6,E
Triple Play 2000,PS,1999,Sports,0.79,0.54,0,0.09,1.43,,,
Anno 2070,PC,2011,Strategy,0,1.13,0,0.29,1.43,83,7,T
Hasbro Family Game Night,Wii,2008,Puzzle,0.96,0.33,0,0.13,1.43,63,7.5,E
Sonic Rivals,PSP,2006,Racing,0.73,0.42,0,0.27,1.42,64,7.8,E
BioShock,PS3,2008,Shooter,0.75,0.46,0.01,0.2,1.42,94,8.7,M
Mass Effect 3,PS3,2012,Role-Playing,0.63,0.56,0.03,0.2,1.42,93,5.5,M
Cabela's Big Game Hunter,PS2,2002,Sports,0.7,0.54,0,0.18,1.42,59,7.8,T
NBA Live 06 (Weekly american sales),PS2,2005,Sports,1.35,0.05,0,0.02,1.42,,,
SimCity (2013),PC,2013,Simulation,0.48,0.77,0,0.17,1.42,64,2.2,E10+
The Legend of Zelda: The Minish Cap,GBA,2004,Action,0.89,0.22,0.22,0.1,1.42,89,9,E
NFL Street,PS2,2004,Sports,1.15,0.08,0,0.19,1.42,80,8.9,E
Super Metroid,SNES,1994,Action,0.57,0.12,0.71,0.02,1.42,,,
Pro Yakyuu Family Stadium '87,NES,1987,Sports,0.12,0,1.3,0,1.42,,,
Dead Space 2,PS3,2011,Shooter,0.73,0.48,0,0.21,1.42,89,8.4,M
Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,0.8,0.47,0,0.14,1.42,81,8.7,E
Metal Gear Rising: Revengeance,PS3,2013,Action,0.45,0.37,0.44,0.16,1.42,80,7.9,M
Resident Evil (Remake),GC,2002,Action,0.63,0.38,0.35,0.05,1.42,,,
Rayman Raving Rabbids,Wii,2006,Misc,1.22,0.06,0.02,0.11,1.42,76,7.9,E
Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,0.09,0.07,1.24,0.02,1.41,77,7.3,E
